n_invalid_so_far,n_valid_so_far,n_reissues_so_far,max_time_offset_so_far,any_cross_session_so_far,any_valid_after_reissue_so_far,any_valid_near_or_after_ttl_so_far,mean_invalid_attempt_gap_s,channel_is_sms,fraction_observed,scenario_type,label
0,1,0,37.454174244707005,0,0,0,0.0,0,0.3665344382950808,benign_single_use,0
0,1,0,368.2291227652206,0,0,1,0.0,0,0.7007013598236947,late_verify,1
2,1,0,33.663855865129,0,0,0,12.590936598144799,0,0.7197154090658286,benign_retry_then_success,0
0,0,1,11.585347367561756,0,0,0,0.0,1,0.3613963083375379,stale_after_reissue,1
1,1,0,23.34663395340523,0,0,0,0.0,1,0.5335464308297667,benign_retry_then_success,0
0,2,0,35.71871842539772,0,0,0,0.0,1,0.520107986142984,replay_attempt,1
0,1,0,13.12808548982054,1,0,0,0.0,0,0.9552892243630209,cross_session,1
8,0,0,35.79620536605732,0,0,0,4.449682403238633,1,0.9658362620026888,brute_force,1
0,1,0,40.03906361951642,0,0,0,0.0,0,0.3853451748345788,benign_single_use,0
4,0,0,11.936895921353802,0,0,0,3.625127497303596,1,0.5113491740097441,brute_force,1
10,0,0,38.097014258307475,0,0,0,4.060452467036324,1,0.9279233792276376,brute_force,1
0,2,0,25.680374448595217,0,0,0,0.0,0,0.843737558484553,replay_attempt,1
0,0,1,41.09479716301196,0,0,0,0.0,0,0.3038008838900903,stale_after_reissue,1
0,0,1,38.325884770625024,0,0,0,0.0,0,0.4669869744391719,stale_after_reissue,1
0,1,0,73.08192755954248,0,0,0,0.0,0,0.9494568011205962,benign_sms_normal,0
0,1,0,43.39664311882505,0,0,0,0.0,1,0.8865861530587682,benign_single_use,0
0,1,0,11.87080236181037,0,0,0,0.0,0,0.6531716931350906,benign_single_use,0
2,0,0,18.076129106436312,0,0,0,4.862555909293093,1,0.43512904360823285,benign_retry_then_success,0
0,1,1,102.89663587459526,0,1,0,0.0,0,0.7280805241839488,stale_after_reissue,1
0,1,1,60.60973159618459,0,1,0,0.0,0,0.7967047995704344,stale_after_reissue,1
5,0,0,20.213051706710928,0,0,0,4.573846390577334,0,0.5109398427603025,brute_force,1
2,0,0,25.07793077928993,0,0,0,14.287132916346222,1,0.6558469169128593,benign_retry_then_success,0
0,1,0,357.42607880843155,0,0,1,0.0,0,0.3834522683384212,late_verify,1
0,1,1,48.57713960036402,0,1,0,0.0,1,0.7276912829256398,stale_after_reissue,1
2,0,0,13.51693963350791,0,0,0,5.611542320363545,1,0.5219286379220665,benign_retry_then_success,0
0,1,0,40.56400375333313,0,0,0,0.0,0,0.6318928725631192,benign_sms_normal,0
0,1,0,36.117454523755654,0,0,0,0.0,0,0.79140152677726,benign_single_use,0
9,0,0,35.03363293896782,0,0,0,4.0565702724809505,1,0.9447400381066342,brute_force,1
0,2,0,66.01020691975708,0,0,0,0.0,1,0.5201154842209409,replay_attempt,1
0,2,0,16.11036742721162,0,0,0,0.0,0,0.8893952477276241,replay_attempt,1
0,1,0,28.851972071360752,0,0,0,0.0,0,0.533891028351082,benign_sms_normal,0
0,1,0,45.84809116987971,0,0,0,0.0,1,0.3102779904920495,benign_single_use,0
2,0,0,12.310493667026197,0,0,0,4.843354788727619,1,0.383770789105426,benign_retry_then_success,0
7,0,0,29.501663091294517,0,0,0,3.920723454729389,0,0.6675618120770828,brute_force,1
7,0,0,31.003198091467016,0,0,0,4.303612773119304,0,0.6036453191258151,brute_force,1
2,0,0,19.056363292645,0,0,0,13.88524346587458,0,0.46299659946059435,benign_retry_then_success,0
0,1,0,31.960864832087253,0,0,0,0.0,0,0.710511621110357,benign_single_use,0
3,0,0,11.624222696483569,0,0,0,4.702942713102501,0,0.3406759372050131,brute_force,1
0,1,0,23.615106581352933,1,0,0,0.0,1,0.8911352113010305,cross_session,1
0,1,0,47.27451742026585,1,0,0,0.0,0,0.8964108618168183,cross_session,1
2,0,0,23.248778872448426,0,0,0,13.20329158600466,0,0.6491718709720395,benign_retry_then_success,0
2,0,0,8.579450896266083,0,0,0,5.58668836275838,1,0.31737619225900077,brute_force,1
0,1,0,21.91442898314324,0,0,0,0.0,1,0.3051201194051109,replay_attempt,1
1,1,0,25.38690864734158,0,0,0,0.0,0,0.7342503967606309,benign_retry_then_success,0
0,2,0,83.20525010975445,0,0,0,0.0,0,0.804487162702846,replay_attempt,1
0,1,0,78.67812225226375,0,0,0,0.0,1,0.379872849828546,benign_sms_normal,0
9,0,0,36.019636635345925,0,0,0,4.031764702911193,1,0.844140189270425,brute_force,1
0,1,0,88.77091440706873,0,0,0,0.0,0,0.6254814193355571,benign_sms_normal,0
0,1,0,72.46298279759768,0,0,0,0.0,0,0.35937349061828244,benign_sms_normal,0
0,1,0,49.11328828421483,0,0,0,0.0,1,0.9472911670539219,benign_single_use,0
0,1,0,36.6796990110724,0,0,0,0.0,0,0.33408893061969586,benign_sms_normal,0
2,1,0,37.229225125427845,0,0,0,12.284648193019517,0,0.817602027933557,benign_retry_then_success,0
0,1,0,7.693004040280359,1,0,0,0.0,1,0.46417460530890897,cross_session,1
1,0,0,3.0540014992759095,0,0,0,0.0,0,0.3207251023900292,benign_retry_then_success,0
4,0,0,14.550418626289416,0,0,0,3.3974515273367074,1,0.35936811386503414,brute_force,1
0,1,0,49.40873832869549,1,0,0,0.0,0,0.9991203590467352,cross_session,1
0,1,0,349.5450921846226,0,0,1,0.0,0,0.3957748946207384,late_verify,1
2,1,0,29.261555321469892,0,0,0,10.142554084960462,0,0.9407091321998884,benign_retry_then_success,0
1,0,0,7.384541558389602,0,0,0,0.0,0,0.44138532638214706,benign_retry_then_success,0
0,1,1,61.810677390325495,0,1,0,0.0,0,0.5942672400536939,stale_after_reissue,1
0,1,0,68.91686533386782,0,0,0,0.0,1,0.6785996458614658,benign_sms_normal,0
0,1,0,17.93034142843627,1,0,0,0.0,0,0.5277399113616739,cross_session,1
0,2,0,64.33289511856209,0,0,0,0.0,1,0.7135213559146363,replay_attempt,1
0,1,0,329.7232753335729,0,0,1,0.0,0,0.5257446430180657,late_verify,1
0,1,0,53.08729009099441,0,0,0,0.0,0,0.49827285327507986,benign_single_use,0
2,1,0,29.381612118559588,0,0,0,8.260635103010316,0,0.9962912242545174,benign_retry_then_success,0
0,1,0,408.4039223370886,0,0,1,0.0,0,0.8513128853605374,late_verify,1
3,0,0,11.550828560331771,0,0,0,5.020678886879523,0,0.3721018788911111,brute_force,1
0,1,0,18.533663632771614,1,0,0,0.0,0,0.3458713037428677,cross_session,1
6,0,0,14.091766771395372,0,0,0,2.3057834052504904,0,0.5916267431484035,brute_force,1
0,1,0,52.452051005748295,0,0,0,0.0,0,0.30086314375833567,benign_single_use,0
0,1,0,31.922610357896446,0,0,0,0.0,1,0.5331659127074464,benign_single_use,0
2,0,0,19.218626995562477,0,0,0,6.124182520983,1,0.4697379971198329,benign_retry_then_success,0
4,0,0,11.689712624771978,0,0,0,3.1828160824849583,1,0.3064818472747864,brute_force,1
0,0,1,11.08462071592118,0,0,0,0.0,1,0.46914723611736003,stale_after_reissue,1
0,1,0,37.46074605213694,0,0,0,0.0,1,0.8946047331628453,benign_single_use,0
0,1,0,39.05154975348357,0,0,0,0.0,0,0.4139204402734703,benign_single_use,0
0,2,0,63.714047181140195,0,0,0,0.0,1,0.9431555766318767,replay_attempt,1
4,0,0,16.38872037952708,0,0,0,3.4884909038129535,1,0.3546758751562547,brute_force,1
0,1,1,17.645168069704713,0,1,0,0.0,1,0.8076283245956082,stale_after_reissue,1
0,1,0,67.77933284887752,0,0,0,0.0,1,0.5220072197909851,benign_sms_normal,0
0,1,0,15.712239048463255,0,0,0,0.0,0,0.4006030630188739,benign_sms_normal,0
0,1,0,321.58032843660726,0,0,1,0.0,1,0.6551048911074303,late_verify,1
0,1,0,6.409283161292338,0,0,0,0.0,0,0.9951592073513544,benign_sms_normal,0
1,1,0,27.33218999858143,0,0,0,0.0,1,0.6753402891779626,benign_retry_then_success,0
0,1,0,20.0252955325482,0,0,0,0.0,1,0.3353637874604036,benign_single_use,0
1,0,0,10.963452559924223,0,0,0,0.0,0,0.3127123807400548,benign_retry_then_success,0
1,1,0,19.530636053587557,0,0,0,0.0,0,0.7275390932647927,benign_retry_then_success,0
1,1,0,22.840684779782734,0,0,0,0.0,1,0.6968564567235707,benign_retry_then_success,0
0,1,0,40.63815297156844,0,0,0,0.0,1,0.6602081363198715,benign_sms_normal,0
0,2,0,70.55031314481857,0,0,0,0.0,0,0.5855730012523956,replay_attempt,1
0,0,1,26.725398202230604,0,0,0,0.0,1,0.40456190945770554,stale_after_reissue,1
0,1,0,14.8142969002007,1,0,0,0.0,1,0.43967939502964326,cross_session,1
0,2,0,36.52054116442504,0,0,0,0.0,1,0.8134464331939808,replay_attempt,1
0,1,0,346.1072707094393,0,0,1,0.0,1,0.6619136407946005,late_verify,1
0,1,0,71.55161105221721,0,0,0,0.0,1,0.6989536730490684,benign_sms_normal,0
6,0,0,19.673351395355592,0,0,0,2.86909773975009,0,0.5762409217050575,brute_force,1
0,1,0,373.4401943388914,0,0,1,0.0,0,0.7066925616236355,late_verify,1
2,0,0,22.836259514317092,0,0,0,8.611683079519155,0,0.5640441880181026,benign_retry_then_success,0
1,1,0,16.169202887378784,0,0,0,0.0,1,0.5376344279462318,benign_retry_then_success,0
0,1,0,13.408582933909896,0,0,0,0.0,1,0.8274531941001806,benign_sms_normal,0
1,1,0,10.65425083819878,0,0,0,0.0,1,0.6654086109565587,benign_retry_then_success,0
0,1,0,19.269191191999383,0,0,0,0.0,0,0.3316211818925985,benign_single_use,0
2,0,0,19.77630908857538,0,0,0,8.946078679543422,0,0.47670540338471107,benign_retry_then_success,0
0,1,0,53.21909384955406,0,0,0,0.0,0,0.9311492974965068,benign_single_use,0
0,0,1,59.030167570749285,0,0,0,0.0,1,0.35027549835201904,stale_after_reissue,1
0,1,0,35.40940397354538,0,0,0,0.0,1,0.3678845220938355,benign_single_use,0
0,1,0,57.42427522157127,0,0,0,0.0,1,0.6796550816115434,benign_sms_normal,0
0,1,1,65.22928452612251,0,1,0,0.0,0,0.7089595020428527,stale_after_reissue,1
2,1,0,27.43347087910615,0,0,0,7.8582595731184055,1,0.8406470913721975,benign_retry_then_success,0
0,1,0,56.78463712059545,0,0,0,0.0,0,0.38445873621058047,benign_single_use,0
0,1,0,27.485883947861442,0,0,0,0.0,1,0.8925349752475698,benign_sms_normal,0
2,1,0,25.864361691639868,0,0,0,5.943107676278515,0,0.8959342545815425,benign_retry_then_success,0
2,0,0,15.35108157784159,0,0,0,5.980876846387817,1,0.41287784399634686,benign_retry_then_success,0
0,1,0,53.8393855733069,0,0,0,0.0,1,0.8441510993293846,benign_single_use,0
1,1,0,18.795764157115048,0,0,0,0.0,0,0.6041941592883833,benign_retry_then_success,0
0,1,0,57.37373437151258,0,0,0,0.0,0,0.6374215317104454,benign_single_use,0
0,1,0,18.90403460535935,0,0,0,0.0,1,0.6880915864279535,benign_sms_normal,0
0,1,0,6.653001831864833,1,0,0,0.0,0,0.3832673175181479,cross_session,1
0,1,0,22.684314531528244,0,0,0,0.0,1,0.725690448340214,benign_single_use,0
1,1,0,14.629500431536915,0,0,0,0.0,1,0.9920227289637036,benign_retry_then_success,0
0,1,0,44.84454024618596,0,0,0,0.0,1,0.40701398548843515,benign_sms_normal,0
0,2,0,27.680342914478505,0,0,0,0.0,1,0.53968257376744,replay_attempt,1
0,1,0,68.82127970331307,0,0,0,0.0,1,0.8555447687036641,benign_sms_normal,0
0,2,0,74.45168729609907,0,0,0,0.0,0,0.7473095544849151,replay_attempt,1
0,1,1,26.048961407357535,0,1,0,0.0,1,0.6207834290755597,stale_after_reissue,1
0,1,0,319.12687850875153,0,0,1,0.0,0,0.7425979691211471,late_verify,1
2,1,0,27.077232637762542,0,0,0,11.714161540606812,0,0.7619659107904951,benign_retry_then_success,0
7,0,0,24.419991445895032,0,0,0,3.1116143287954743,0,0.8247330332460072,brute_force,1
0,1,0,61.09963609809786,0,0,0,0.0,0,0.5117361967965497,benign_sms_normal,0
0,1,0,25.148451870609495,1,0,0,0.0,1,0.8169574988806401,cross_session,1
2,0,0,20.744600241274807,0,0,0,9.107209821016252,1,0.5935106915494671,benign_retry_then_success,0
1,0,0,7.897880018772156,0,0,0,0.0,0,0.38806491281859967,benign_retry_then_success,0
0,0,1,41.05347560886788,0,0,0,0.0,0,0.31383651173988414,stale_after_reissue,1
0,2,0,47.449295655928296,0,0,0,0.0,0,0.902441280977291,replay_attempt,1
0,1,0,12.114954190205093,1,0,0,0.0,1,0.4926067679211993,cross_session,1
0,1,0,334.73897122530826,0,0,1,0.0,0,0.7723155831444946,late_verify,1
0,2,0,63.46720876953999,0,0,0,0.0,1,0.9670457279398958,replay_attempt,1
2,0,0,17.35163182310343,0,0,0,6.845893940136193,1,0.5797732946145457,benign_retry_then_success,0
2,0,0,21.302028713487204,0,0,0,13.50129135987014,1,0.6107600204771835,benign_retry_then_success,0
0,1,0,51.9691406880976,0,0,0,0.0,1,0.5255509716760567,benign_single_use,0
7,0,0,31.342962095600445,0,0,0,4.530324932504356,1,0.8352670599933998,brute_force,1
0,1,0,43.798436533713094,0,0,0,0.0,0,0.4681583933043022,benign_sms_normal,0
2,0,0,16.12523740558091,0,0,0,10.031536489152659,1,0.45319962615624254,benign_retry_then_success,0
1,1,0,8.102478629733369,0,0,0,0.0,1,0.5352909779705616,benign_retry_then_success,0
3,0,0,8.141845693042649,0,0,0,3.2251001712312015,1,0.4077745078043385,brute_force,1
0,1,1,95.19001430831106,0,1,0,0.0,0,0.986574801873124,stale_after_reissue,1
0,1,1,66.18725339598957,0,1,0,0.0,1,0.9193943416544523,stale_after_reissue,1
0,1,0,11.151464130937246,0,0,0,0.0,1,0.8827704994468049,benign_single_use,0
0,1,1,66.41460771741929,0,1,0,0.0,0,0.7803140409306053,stale_after_reissue,1
0,1,0,89.32357046988467,0,0,0,0.0,1,0.9995953364569314,benign_sms_normal,0
1,1,0,26.454088526223693,0,0,0,0.0,0,0.5228284713403142,benign_retry_then_success,0
1,1,0,14.68420302936449,0,0,0,0.0,0,0.5473363865479275,benign_retry_then_success,0
0,1,0,74.80461686081686,0,0,0,0.0,1,0.5916661986279161,benign_sms_normal,0
0,1,0,46.185142881688016,1,0,0,0.0,0,0.8609726036899061,cross_session,1
2,0,0,18.27572970885022,0,0,0,13.548825355907521,0,0.4074678654382297,benign_retry_then_success,0
1,1,0,6.6399101467897905,0,0,0,0.0,0,0.6054216617859842,benign_retry_then_success,0
0,1,0,378.6186551694368,0,0,1,0.0,0,0.8761891221913305,late_verify,1
1,1,0,26.20710700284757,0,0,0,0.0,0,0.6772592363849308,benign_retry_then_success,0
1,0,0,7.733778215265053,0,0,0,0.0,1,0.4802163715267743,benign_retry_then_success,0
0,1,0,32.72982324149476,0,0,0,0.0,1,0.825186191563763,benign_single_use,0
5,0,0,11.919760333149746,0,0,0,2.455953562689146,0,0.5789546364319487,brute_force,1
0,2,0,59.996411686797906,0,0,0,0.0,1,0.5750427236879517,replay_attempt,1
0,1,0,58.65776052056198,0,0,0,0.0,1,0.9110012711419251,benign_single_use,0
0,1,0,41.08406335022848,0,0,0,0.0,1,0.5023585071467341,benign_single_use,0
0,1,0,36.153135794530456,0,0,0,0.0,1,0.685636137943282,benign_single_use,0
0,1,0,7.259110024769795,0,0,0,0.0,0,0.33462139600221097,benign_sms_normal,0
0,2,0,43.62758106225883,0,0,0,0.0,1,0.5930592611203611,replay_attempt,1
0,1,0,52.70396077065375,0,0,0,0.0,0,0.5697586365999721,benign_sms_normal,0
0,1,0,363.10829802154115,0,0,1,0.0,0,0.5203247329950667,late_verify,1
2,1,0,12.353085777394622,0,0,0,3.0128095802729673,1,0.9261580484031466,benign_retry_then_success,0
0,1,0,406.94141145701064,0,0,1,0.0,1,0.628969158201138,late_verify,1
0,1,0,84.52106522662568,0,0,0,0.0,0,0.341640684528338,benign_sms_normal,0
0,1,0,15.751758027010224,0,0,0,0.0,0,0.7756689064462704,benign_single_use,0
0,1,1,24.458772642103497,0,1,0,0.0,0,0.5959138239904436,stale_after_reissue,1
0,1,1,72.89854155068561,0,1,0,0.0,0,0.5525310805627774,stale_after_reissue,1
0,1,0,24.65532929261298,0,0,0,0.0,0,0.48536502412510574,benign_single_use,0
0,1,0,406.71548891447804,0,0,1,0.0,0,0.9507666346436885,late_verify,1
0,1,0,14.129251284529063,0,0,0,0.0,0,0.38072850667769154,benign_sms_normal,0
1,1,0,25.279845994417904,0,0,0,0.0,0,0.8738662007666167,benign_retry_then_success,0
7,0,0,23.357076761906942,0,0,0,3.689366874531023,0,0.5665126528520015,brute_force,1
0,1,0,12.042893580128283,1,0,0,0.0,1,0.5247599384882984,cross_session,1
0,1,0,10.680591350887727,1,0,0,0.0,0,0.9063012244317139,cross_session,1
1,1,0,16.08226057264881,0,0,0,0.0,1,0.7432044275012966,benign_retry_then_success,0
0,1,0,38.27681826010639,0,0,0,0.0,1,0.5304837217184386,benign_sms_normal,0
0,1,0,36.23638267356709,1,0,0,0.0,0,0.6232725380148237,cross_session,1
2,0,0,13.997356229480504,0,0,0,7.148769669151591,0,0.36624783777457204,benign_retry_then_success,0
0,1,0,26.4003191337144,0,0,0,0.0,1,0.4501772807921005,benign_single_use,0
0,1,0,390.90920555433786,0,0,1,0.0,1,0.48019565364176,late_verify,1
0,1,0,37.85669909906124,0,0,0,0.0,1,0.3368031932261387,replay_attempt,1
0,1,0,347.7056833775283,0,0,1,0.0,1,0.946730280381801,late_verify,1
4,0,0,10.540806280156826,0,0,0,3.1160320945132156,1,0.6474922377075157,brute_force,1
1,1,0,19.408389350876455,0,0,0,0.0,0,0.9151345338477777,benign_retry_then_success,0
0,1,0,19.86879835096301,1,0,0,0.0,1,0.41241181880944305,cross_session,1
6,0,0,26.515039491125783,0,0,0,4.5665199744729055,1,0.9147031972588762,brute_force,1
1,1,0,21.51271744322512,0,0,0,0.0,0,0.695074876251425,benign_retry_then_success,0
2,0,0,15.539565042159591,0,0,0,7.439812414166374,1,0.38287935822506813,benign_retry_then_success,0
0,2,0,63.8815183140768,0,0,0,0.0,1,0.5126576328869609,replay_attempt,1
0,2,0,53.24483656509456,0,0,0,0.0,0,0.7830887387049218,replay_attempt,1
2,0,0,17.94538543253422,0,0,0,10.424577338035704,0,0.6232090380291566,benign_retry_then_success,0
0,1,0,16.787952157024264,0,0,0,0.0,1,0.431932012108611,replay_attempt,1
1,1,0,22.227766286705062,0,0,0,0.0,0,0.8662787217547243,benign_retry_then_success,0
0,1,0,60.39190477447449,0,0,0,0.0,0,0.9099863607188496,benign_sms_normal,0
0,1,0,41.46722031538008,0,0,0,0.0,1,0.6017534503465567,benign_sms_normal,0
0,1,0,59.644864823276606,0,0,0,0.0,0,0.9710952681803537,benign_single_use,0
0,1,0,384.9898434319091,0,0,1,0.0,0,0.5112354066878515,late_verify,1
0,1,0,56.47307561060943,0,0,0,0.0,0,0.38225306757682104,replay_attempt,1
0,1,0,50.90892153798147,0,0,0,0.0,0,0.4090303696822055,benign_single_use,0
9,0,0,29.9600256771371,0,0,0,3.2653481386738106,0,0.7954907260810133,brute_force,1
0,1,0,51.31850605342795,0,0,0,0.0,0,0.38885467975364385,replay_attempt,1
0,2,0,57.66499578749233,0,0,0,0.0,1,0.9292451034243594,replay_attempt,1
0,1,0,46.04976310510163,0,0,0,0.0,0,0.6194827005312917,benign_sms_normal,0
0,1,0,24.887946626496447,0,0,0,0.0,0,0.3628272646758367,replay_attempt,1
0,1,1,85.51370944620042,0,1,0,0.0,1,0.7285547060157667,stale_after_reissue,1
0,1,1,27.60133176721581,0,1,0,0.0,0,0.9830152170727624,stale_after_reissue,1
0,1,0,56.48973124021079,1,0,0,0.0,0,0.9840349109400501,cross_session,1
0,0,1,7.7014704062522075,0,0,0,0.0,0,0.34432993509179066,stale_after_reissue,1
0,1,0,55.1846837962603,0,0,0,0.0,0,0.676053218586038,benign_single_use,0
0,1,0,325.0222029415354,0,0,1,0.0,1,0.860408534471695,late_verify,1
0,1,0,413.9123297336883,0,0,1,0.0,1,0.5435305430296146,late_verify,1
0,1,1,44.82090349462159,0,1,0,0.0,0,0.9619855562771313,stale_after_reissue,1
0,1,0,34.72621806939152,1,0,0,0.0,0,0.4279661393016836,cross_session,1
0,1,0,378.7298343177154,0,0,1,0.0,0,0.7709973762794253,late_verify,1
1,1,0,16.689357853504696,0,0,0,0.0,1,0.9556687843055887,benign_retry_then_success,0
0,1,1,64.50450032045809,0,1,0,0.0,1,0.6557350403447713,stale_after_reissue,1
0,1,0,89.55926589051671,0,0,0,0.0,0,0.6403964288694073,benign_sms_normal,0
6,0,0,18.78789850752395,0,0,0,3.490753946803326,1,0.6328928212630542,brute_force,1
0,1,1,87.99201389098121,0,1,0,0.0,1,0.5997189044562112,stale_after_reissue,1
7,0,0,27.34851956125242,0,0,0,3.865532057815497,1,0.8684860728309414,brute_force,1
0,1,0,45.511520121365315,1,0,0,0.0,1,0.6217966251175144,cross_session,1
0,1,0,12.213534305159046,1,0,0,0.0,1,0.4390085644719156,cross_session,1
0,1,0,46.09983901056384,1,0,0,0.0,1,0.9262815208074704,cross_session,1
0,1,0,57.582566273744604,1,0,0,0.0,1,0.40809616161549966,cross_session,1
0,1,0,21.023119945715614,0,0,0,0.0,0,0.6705739478184012,benign_single_use,0
